nome,cpf,idade,data,endereco,estado
HEITOR NASCIMENTO,493.578.106-84,81,1942-06-30,"ÁREA MARIA FERNANDA PINTO
NOVA PAMPULHA
46952516 CUNHA / MT",ACRE
RAFAEL PORTO,629.875.103-30,27,1996-04-24,"ALAMEDA DA MATA, 64
VILA BOA VISTA
13036-905 GONÇALVES / MG",ESPÍRITO SANTO
LUIZ MIGUEL DA PAZ,647.531.029-80,30,1993-06-20,"ESTRADA DE RIBEIRO, 73
BURITIS
43666-726 DA PAZ DA MATA / MG",PARAÍBA
SRTA. PIETRA DUARTE,913.870.246-04,95,1928-07-02,"AEROPORTO DE NASCIMENTO, 13
PONGELUPE
16189813 RAMOS DA SERRA / PR",RORAIMA
ELOAH CUNHA,908.156.243-60,22,2001-10-13,"CHÁCARA DE COSTA, 62
APARECIDA
43036-509 FOGAÇA / PI",PERNAMBUCO
BRUNA RODRIGUES,625.170.489-67,21,2002-04-06,"CAMPO DA COSTA, 719
OLARIA
49786000 FOGAÇA DA MATA / GO",RIO GRANDE DO NORTE
FELIPE MONTEIRO,172.589.603-68,97,1926-12-21,"QUADRA DE MONTEIRO, 43
NOVO DAS INDUSTRIAS
16650333 GOMES DE ARAÚJO / CE",AMAZONAS
ISIS CAMPOS,178.409.325-41,38,1986-01-03,"ESTRADA PEREIRA
VILA BATIK
49494827 FERNANDES / PE",RIO GRANDE DO SUL
VITOR NOVAES,586.721.034-08,77,1946-07-07,"LAGOA DE DA ROCHA, 60
JARDIM ATLÂNTICO
97946895 DA CRUZ DE MELO / PI",SÃO PAULO
YAGO PORTO,907.486.135-01,42,1981-07-29,"PARQUE ALÍCIA CAVALCANTI, 234
VILA PIRATININGA
01007-185 ALVES / CE",TOCANTINS
GUILHERME CAMPOS,354.908.721-79,55,1968-11-20,"LARGO DE DUARTE, 24
BARRO PRETO
42665-603 DAS NEVES / BA",GOIÁS
VITOR MORAES,297.413.560-99,26,1998-04-02,"CAMPO ENRICO LIMA, 20
TREVO
56440-418 RODRIGUES DO CAMPO / TO",RIO GRANDE DO SUL
JOÃO GABRIEL JESUS,790.215.864-01,98,1925-06-10,"FAVELA MARTINS, 7
BARÃO HOMEM DE MELO 2ª SEÇÃO
94838-720 VIEIRA / ES",TOCANTINS
DR. VITOR HUGO REZENDE,796.504.218-58,28,1995-06-07,"LADEIRA BARROS, 84
XODO-MARIZE
45531-581 SANTOS / AP",MATO GROSSO
DR. ARTHUR CARVALHO,081.475.329-97,38,1985-12-10,"JARDIM SILVEIRA, 35
DONA CLARA
99094-166 MORAES DO CAMPO / RR",RIO GRANDE DO SUL
RYAN MENDES,239.647.518-55,45,1978-04-27,"VIADUTO EVELYN RIBEIRO, 56
DOM SILVERIO
54406-144 CALDEIRA DE MINAS / MG",PIAUÍ
ANA LAURA SILVA,485.623.907-47,77,1946-04-24,"CAMPO DE FARIAS, 77
PAULO VI
80754-580 LIMA PAULISTA / AM",PIAUÍ
LORENZO NOVAES,370.214.859-05,44,1979-08-31,"LOTEAMENTO ALICE FREITAS, 3
SANTA LÚCIA
92358-703 TEIXEIRA / AL",SERGIPE
CAUÊ CARDOSO,019.326.548-60,18,2005-08-09,"TRECHO ALÍCIA MONTEIRO, 61
SÃO JORGE 3ª SEÇÃO
48780702 DA PAZ DAS FLORES / AL",SANTA CATARINA
DRA. ANA LUIZA SILVEIRA,324.769.180-40,82,1941-05-07,"ALAMEDA PINTO, 59
CINQUENTENÁRIO
44694-989 BARROS DE FREITAS / MT",ALAGOAS
LAVÍNIA AZEVEDO,318.962.570-03,75,1948-10-17,"CONDOMÍNIO LARISSA TEIXEIRA, 216
OLHOS D'ÁGUA
41107119 ARAÚJO DE ALVES / BA",RORAIMA
LETÍCIA JESUS,451.962.387-19,76,1947-04-25,"VALE DE DA MATA, 75
BELA VITORIA
70957619 PINTO DA PRATA / TO",MATO GROSSO DO SUL
BRUNA RIBEIRO,352.689.470-10,71,1952-09-11,"TREVO BEATRIZ CARDOSO
PRADO
69816-364 SILVEIRA DE DA CUNHA / AP",DISTRITO FEDERAL
THEO DA MATA,758.604.312-44,65,1958-08-04,"FEIRA SOUZA, 65
SANTA HELENA
50266088 NOVAES DO NORTE / AL",MATO GROSSO DO SUL
JOÃO GABRIEL PORTO,956.247.831-91,51,1972-08-14,"FAZENDA LUIZA CAMPOS, 62
HORTO
82245-415 FARIAS / GO",SÃO PAULO
MARIA JULIA FREITAS,178.405.623-53,73,1950-08-31,"LOTEAMENTO DE GOMES, 86
LIBERDADE
11683-949 NOGUEIRA / RS",AMAZONAS
DR. OTÁVIO BARROS,683.710.592-21,26,1997-04-16,"CONDOMÍNIO MARINA COSTELA, 29
MORRO DOS MACACOS
55993-371 PEIXOTO DE GOIÁS / RR",SÃO PAULO
YASMIN GOMES,827.516.430-35,99,1924-06-28,"FEIRA LETÍCIA NASCIMENTO, 5
UNIDAS
19530508 DUARTE / MA",SERGIPE
SOFIA NOVAES,576.349.820-83,44,1979-07-31,"AEROPORTO DE RIBEIRO, 57
CORAÇÃO DE JESUS
29650-538 PINTO DO SUL / MT",PARANÁ
IAN DA LUZ,152.378.096-77,35,1988-10-26,"FEIRA MOURA, 2
DAS INDUSTRIAS I
02663-431 LOPES DO SUL / PB",RIO GRANDE DO SUL
DAVI LUIZ SOUZA,857.341.602-53,76,1947-10-04,"FAVELA PEIXOTO, 76
MANGUEIRAS
26284015 DIAS / PE",SANTA CATARINA
CECÍLIA ARAÚJO,032.146.758-26,19,2004-08-02,"DISTRITO REZENDE, 61
JARDIM AMÉRICA
93259-309 MENDES DE AZEVEDO / MT",AMAPÁ
LUIZ GUSTAVO DUARTE,381.072.456-44,59,1964-10-03,"FAVELA CALDEIRA, 98
MARIA HELENA
45764587 PORTO / DF",TOCANTINS
ANA JULIA CARDOSO,704.253.981-88,27,1996-10-19,"CHÁCARA CAMPOS, 423
VILA SÃO GERALDO
16112198 PEIXOTO / MG",RONDÔNIA
GABRIELLY LIMA,560.172.389-30,98,1925-06-30,"PARQUE ALVES, 70
FLAVIO DE OLIVEIRA
53410009 RAMOS DE REZENDE / RN",RONDÔNIA
HELOÍSA RIBEIRO,437.291.568-37,63,1960-12-19,"SÍTIO LUIZ GUSTAVO CUNHA
NOVA VISTA
04718173 CARDOSO DE ROCHA / RJ",ESPÍRITO SANTO
LETÍCIA COSTA,530.469.218-70,43,1980-05-19,"VIELA YAGO OLIVEIRA, 70
SERRANO
09463-810 FARIAS PAULISTA / RN",SÃO PAULO
ANA BEATRIZ DA ROCHA,438.759.201-04,79,1944-12-18,"ALAMEDA JOÃO FERNANDES, 25
ESTRELA DO ORIENTE
46344769 TEIXEIRA DE FOGAÇA / GO",RONDÔNIA
BENJAMIN MOURA,975.431.028-97,21,2002-04-15,"TREVO DE REZENDE, 83
COQUEIROS
11231-598 PEIXOTO / AL",PARAÍBA
ANA JULIA FOGAÇA,103.764.259-70,37,1986-05-15,"ÁREA DE GONÇALVES, 31
VILA REAL 2ª SEÇÃO
21471-324 LOPES DE DA MOTA / RR",AMAZONAS
CLARA DA MATA,354.672.908-00,40,1983-08-09,"AEROPORTO DE GOMES, 936
VILA SANTO ANTÔNIO
04382205 CARVALHO ALEGRE / MT",TOCANTINS
FERNANDA OLIVEIRA,102.938.745-14,42,1981-10-30,"TREVO CORREIA, 72
OLHOS D'ÁGUA
44387-007 MOREIRA / RN",SANTA CATARINA
LAURA DAS NEVES,723.640.589-29,25,1999-02-26,"VIADUTO VITOR GABRIEL FERREIRA, 32
MINAS BRASIL
10002726 CORREIA / GO",RORAIMA
LÍVIA TEIXEIRA,694.720.583-29,39,1984-05-09,"ALAMEDA TEIXEIRA, 9
VILA SÃO JOÃO BATISTA
26639-492 CORREIA / AL",PARAÍBA
ELOAH MOREIRA,904.361.758-00,89,1934-06-08,"PÁTIO DE NUNES, 3
VILA NOVA DOS MILIONARIOS
69899911 GONÇALVES DA MATA / CE",PARANÁ
LÍVIA CARDOSO,619.543.702-61,87,1936-05-14,"CAMPO DE DA PAZ
NOVA VISTA
48502-316 COSTELA / PE",TOCANTINS
AUGUSTO FREITAS,930.751.648-01,62,1961-08-23,"TREVO MARCOS VINICIUS JESUS, 4
ALPES
23410-106 ARAÚJO / AL",PARAÍBA
RAQUEL FERNANDES,467.250.891-94,76,1947-05-24,"PARQUE DE TEIXEIRA, 132
VILA DE SÁ
37918-718 DA LUZ GRANDE / AM",DISTRITO FEDERAL
SR. ANTHONY DA COSTA,614.295.730-07,32,1991-06-12,"ÁREA LIMA, 7
VILA SÃO FRANCISCO
74051-909 CASTRO / PI",PIAUÍ
MURILO MELO,431.069.572-80,22,2001-11-21,"TRECHO PIRES, 10
NAZARE
61544643 FOGAÇA / MS",AMAPÁ
SRTA. MIRELLA BARBOSA,430.561.789-75,85,1939-01-31,"PÁTIO DE DA ROSA
GLÓRIA
13351-045 CARDOSO DE GOIÁS / SE",MATO GROSSO DO SUL
GABRIELA DAS NEVES,437.950.268-65,40,1983-04-17,"AVENIDA EMILLY PEREIRA
DISTRITO INDUSTRIAL DO JATOBA
55933377 MELO DE FARIAS / AL",ACRE
BRUNO DA CUNHA,259.608.134-24,29,1994-05-08,"QUADRA COSTA
BONSUCESSO
67500713 DA ROCHA ALEGRE / MA",DISTRITO FEDERAL
ALEXANDRE RODRIGUES,740.685.192-85,57,1966-07-07,"VALE REZENDE, 20
JULIANA
20752-947 SALES / AL",AMAPÁ
NATÁLIA REZENDE,784.015.962-11,61,1962-04-30,"SÍTIO NASCIMENTO, 64
SÃO LUCAS
48051121 AZEVEDO DE GOIÁS / MG",PARANÁ
EMILLY CALDEIRA,732.591.046-07,23,2000-05-28,"ESTRADA EDUARDO PORTO, 85
BOA VISTA
91509-960 MARTINS ALEGRE / MA",ACRE
LEVI AZEVEDO,639.852.417-91,85,1939-02-05,"ESTAÇÃO DA CRUZ, 13
PRIMEIRO DE MAIO
42793309 CARVALHO / PI",MARANHÃO
NICOLE DA ROCHA,567.238.104-90,23,2000-10-07,"DISTRITO CLARA VIANA, 41
LAJEDO
54222151 FOGAÇA / CE",SÃO PAULO
JOANA MOREIRA,435.012.968-51,64,1959-08-18,"VIELA DE DAS NEVES, 139
NOVO GLÓRIA
61687564 LIMA / DF",PIAUÍ
MARIA EDUARDA ALMEIDA,573.694.082-56,72,1952-03-12,"TRAVESSA DE BARROS, 4
SANTA HELENA
15465108 FARIAS DE ARAGÃO / PB",PERNAMBUCO
MARCELA DA CRUZ,876.904.123-78,92,1932-03-05,"VIELA VIANA, 95
SANTA RITA DE CÁSSIA
96728-974 DA COSTA / CE",TOCANTINS
HELENA NUNES,843.906.512-42,86,1937-08-16,"FEIRA VIEIRA, 28
VILA SÃO DIMAS
98682-147 COSTA DE GOIÁS / SC",RIO GRANDE DO NORTE
ISAAC OLIVEIRA,209.418.756-01,50,1973-08-22,"RODOVIA CARDOSO, 377
SANTA CECILIA
73265406 TEIXEIRA ALEGRE / MT",RIO DE JANEIRO
MANUELA PINTO,094.728.615-20,39,1984-04-13,"PRAIA ALMEIDA, 6
BEIRA LINHA
27060932 CARVALHO / AM",SANTA CATARINA
BRYAN RAMOS,681.425.907-94,35,1988-06-03,"AEROPORTO DE DA ROCHA, 27
UNIÃO
59692448 DA MATA DO SUL / MS",PARAÍBA
SR. ENZO GABRIEL FERNANDES,769.083.251-21,18,2005-08-24,"RODOVIA LAÍS NUNES, 50
VILA MADRE GERTRUDES 2ª SEÇÃO
84491232 PEIXOTO / RR",MINAS GERAIS
BRENDA RAMOS,269.478.305-83,97,1926-04-19,"RODOVIA DE SOUZA, 416
CONJUNTO SÃO FRANCISCO DE ASSIS
69793970 DA LUZ DO SUL / PI",MINAS GERAIS
YURI REZENDE,564.392.810-89,97,1926-04-17,"PRAIA COSTA, 3
VILA SANTO ANTÔNIO BARROQUINHA
01477044 FARIAS DE NOGUEIRA / AC",MATO GROSSO
LUIZ MIGUEL DA COSTA,630.714.952-34,74,1950-03-09,"VIA PORTO
CONJUNTO CAPITÃO EDUARDO
65105570 DA ROSA DOS DOURADOS / PR",SERGIPE
ENZO NOGUEIRA,187.306.492-69,62,1961-08-01,"CAMPO CAUÃ FREITAS, 66
XANGRI-LÁ
85645933 MORAES VERDE / PB",RONDÔNIA
DAVI LUCCA AZEVEDO,035.761.849-10,67,1956-09-30,"CONDOMÍNIO CUNHA, 74
CAMPONESA 2ª SEÇÃO
72670-629 VIANA / PA",AMAZONAS
LUIZ OTÁVIO FERNANDES,716.089.542-85,69,1954-08-08,"NÚCLEO PIETRO BARROS
VILA PIRATININGA
50655-157 FERNANDES / PE",MINAS GERAIS
THOMAS CORREIA,083.695.147-66,77,1947-02-14,"AEROPORTO MELO, 31
CONJUNTO CELSO MACHADO
30242-400 NUNES VERDE / AC",BAHIA
DAVI LUCCA TEIXEIRA,647.105.832-26,82,1941-11-16,"CONDOMÍNIO DE LIMA, 66
MIRTES
13523-948 MORAES / GO",RIO GRANDE DO SUL
LUIZ GUSTAVO RIBEIRO,149.782.036-78,29,1994-09-19,"PÁTIO DAVI LUCCA VIANA, 6
GAMELEIRA
40343223 PIRES / PA",PARAÍBA
PIETRA DA MATA,427.051.638-08,66,1957-05-27,"FEIRA GONÇALVES, 4
VILA PAQUETÁ
10286777 SANTOS / AP",MATO GROSSO DO SUL
JOAQUIM AZEVEDO,016.243.957-16,69,1955-03-25,"NÚCLEO VIANA
CONJUNTO JATOBA
11680837 MORAES / RN",GOIÁS
SRA. AGATHA MELO,506.139.824-60,26,1998-02-10,"FEIRA DE OLIVEIRA, 1
MARIQUINHAS
46119-752 MOURA DE MINAS / RN",RORAIMA
MARIA JULIA LOPES,613.875.920-68,55,1969-04-02,"CAMPO ARAÚJO, 10
TIRADENTES
67151-903 DA CUNHA / GO",RONDÔNIA
DR. MARCELO CARDOSO,862.405.317-07,78,1945-04-15,"LAGOA ANA SOPHIA OLIVEIRA
PEDREIRA PADRO LOPES
62532-432 TEIXEIRA / RN",MARANHÃO
CATARINA MOREIRA,207.584.916-11,33,1991-03-29,"JARDIM SALES, 42
CONJUNTO MINAS CAIXA
22835-296 RIBEIRO DO SUL / RO",MINAS GERAIS
HEITOR VIEIRA,089.275.634-92,74,1950-01-27,"MORRO ARAGÃO, 796
ESTRELA
42612-351 LIMA / MT",AMAZONAS
LUIZ FERNANDO DA LUZ,071.354.698-01,73,1950-04-09,"AEROPORTO PIETRO OLIVEIRA, 4
PARQUE SÃO JOSÉ
30217731 NOGUEIRA DE MINAS / RR",MINAS GERAIS
SABRINA SILVA,216.943.807-69,84,1939-06-06,"RODOVIA PEDRO HENRIQUE SANTOS, 46
LAGOA
22369254 COSTA / AL",RIO GRANDE DO SUL
LUIZ HENRIQUE MARTINS,648.913.572-82,45,1978-10-21,"PRAIA FERREIRA, 17
HELIOPOLIS
19236-190 COSTELA DO GALHO / RJ",ALAGOAS
CATARINA CARVALHO,196.045.738-10,46,1977-05-29,"VILA DE FARIAS, 46
MINAS CAIXA
76084-492 DA PAZ / AL",PERNAMBUCO
ANA VITÓRIA AZEVEDO,529.648.701-01,76,1947-08-10,"CAMPO YASMIN MOREIRA, 49
FUNCIONÁRIOS
43663-204 FREITAS / AP",RONDÔNIA
THALES CAMPOS,412.839.065-89,81,1943-03-08,"AVENIDA LAVÍNIA CASTRO, 46
MARIETA 2ª SEÇÃO
68968100 CAVALCANTI / SP",PARAÍBA
THALES OLIVEIRA,369.124.870-50,82,1941-06-24,"CONDOMÍNIO LEVI ALMEIDA
VILA NOVA CACHOEIRINHA 3ª SEÇÃO
36960-943 ARAÚJO / AM",GOIÁS
FERNANDA CAVALCANTI,912.605.384-51,70,1953-11-28,"VIELA ISIS GOMES, 43
PETROPOLIS
41621418 SALES / AP",ALAGOAS
DR. JOÃO GABRIEL DA CONCEIÇÃO,831.674.905-00,46,1977-08-31,"JARDIM LUIZ FELIPE DUARTE, 1
BELA VITORIA
95860979 FREITAS DO AMPARO / RR",AMAZONAS
NOAH BARROS,310.286.579-86,32,1991-12-22,"JARDIM ALMEIDA, 48
BELVEDERE
96441879 GONÇALVES / MS",ESPÍRITO SANTO
DR. FELIPE NOVAES,685.213.097-59,51,1972-10-29,"PÁTIO DE RIBEIRO, 16
PINDURA SAIA
56423394 MARTINS DO CAMPO / RJ",ESPÍRITO SANTO
LUIZ FERNANDO ARAGÃO,120.947.865-01,19,2004-09-15,"LADEIRA MARIANE SANTOS, 7
DISTRITO INDUSTRIAL DO JATOBA
22231939 LOPES DE VIEIRA / SE",DISTRITO FEDERAL
ANA JÚLIA CARDOSO,812.569.704-76,82,1941-11-04,"VILA SILVEIRA, 86
GAMELEIRA
42269180 BARROS / PB",BAHIA
MARINA RAMOS,068.459.237-10,60,1963-05-08,"LADEIRA DUARTE, 35
URCA
65624052 DA ROCHA DE MINAS / MT",AMAZONAS
DRA. JOANA LOPES,619.802.457-11,57,1966-06-26,"VIADUTO DE NOVAES, 952
DOM CABRAL
69283354 CORREIA / SP",SERGIPE
ISABEL DUARTE,146.897.230-87,57,1966-12-27,"AEROPORTO ISAAC DA CONCEIÇÃO, 1
VILA JARDIM MONTANHES
56147352 DA MOTA / MT",ACRE
PAULO JESUS,078.429.635-92,53,1970-04-25,"FAZENDA DE PORTO, 4
SANTA LÚCIA
21597335 JESUS DA PRAIA / PR",RIO DE JANEIRO
LAURA COSTA,540.362.179-25,84,1940-02-27,"DISTRITO DE MORAES, 56
ALTO VERA CRUZ
37718933 MENDES / AP",ALAGOAS
SRA. MILENA PINTO,280.361.495-24,64,1960-02-29,"JARDIM NOVAES, 13
SION
42069-041 RIBEIRO DAS FLORES / RO",PERNAMBUCO
DANILO RIBEIRO,109.426.753-80,67,1956-06-20,"LADEIRA DE DA CONCEIÇÃO, 76
VENDA NOVA
04773-982 ALVES / TO",MINAS GERAIS
LÍVIA NUNES,742.380.591-23,49,1975-03-14,"PASSARELA DE PORTO, 65
POUSADA SANTO ANTONIO
35531-299 MENDES DO AMPARO / PI",BAHIA
ALÍCIA RODRIGUES,349.576.012-16,51,1972-08-26,"TRAVESSA DE FARIAS, 9
ESPLANADA
66582980 RODRIGUES DE PINTO / RS",GOIÁS
AGATHA REZENDE,057.128.349-79,94,1929-10-25,"PARQUE DA LUZ, 3
GRAJAÚ
70106998 ROCHA DO CAMPO / RR",MARANHÃO
JULIANA SANTOS,605.283.719-59,93,1930-09-18,"PARQUE DE SILVEIRA, 6
SÃO JORGE 3ª SEÇÃO
94014349 OLIVEIRA DE ALVES / MS",SERGIPE
MARIA FERNANDA DA CONCEIÇÃO,408.753.129-50,62,1961-09-26,"CAMPO SANTOS, 714
ALTO BARROCA
91375590 ARAÚJO / RJ",AMAZONAS
DANIELA BARBOSA,861.325.749-64,35,1988-04-19,"ÁREA DE MOREIRA, 82
DAS INDUSTRIAS I
57160931 PINTO / DF",RORAIMA
ARTHUR PINTO,562.304.791-25,30,1993-07-08,"VIELA KAMILLY CUNHA
VISTA DO SOL
09969992 PEIXOTO / SP",GOIÁS
EMANUEL ARAGÃO,910.648.375-57,41,1982-09-04,"CAMPO DE DA CRUZ, 22
CONJUNTO SÃO FRANCISCO DE ASSIS
97327024 DIAS / SC",SANTA CATARINA
DRA. ALICE VIEIRA,936.471.508-00,77,1946-12-28,"RODOVIA CUNHA
DAS INDUSTRIAS I
80439-199 ARAGÃO DE MINAS / MA",PARÁ
MARIA CECÍLIA MOREIRA,805.671.324-71,65,1959-02-18,"PASSARELA JOÃO PEDRO NUNES, 6
VILA OESTE
84706-059 FERNANDES DE NOGUEIRA / DF",MATO GROSSO DO SUL
Desconhecido,532.789.041-41,73,1950-10-01,"ESTAÇÃO ALVES, 8
VILA PETROPOLIS
42191461 CORREIA / PE",PERNAMBUCO
MARIA VITÓRIA CAMPOS,380.514.679-57,55,1968-07-05,"VIELA DA COSTA, 16
CANADÁ
89005-825 MONTEIRO DO GALHO / MA",PERNAMBUCO
ISABEL DA CONCEIÇÃO,819.074.635-93,89,1934-11-12,"VALE NOGUEIRA, 8
BELA VITORIA
66713-213 DA CRUZ VERDE / CE",CEARÁ
Desconhecido,013.469.728-69,44,1979-09-06,"PARQUE HELENA PIRES, 852
VILA JARDIM SÃO JOSÉ
41877182 LIMA / AL",RORAIMA
DR. THOMAS NUNES,967.831.542-46,81,1942-08-14,"VEREDA DA MOTA, 37
VILA DA LUZ
50836-481 MOURA / SE",PIAUÍ
LUCCA MOURA,718.324.506-35,37,1986-12-20,"PRAIA BRYAN MARTINS, 8
SANTA AMELIA
78906-852 ARAÚJO / SE",PIAUÍ
DIOGO SOUZA,169.208.537-95,65,1958-07-13,"LARGO MAYSA CAVALCANTI, 6
VILA SATÉLITE
94991-235 FERREIRA DA MATA / AP",MINAS GERAIS
JULIANA COSTA,980.314.567-39,53,1970-08-20,"ALAMEDA DE CAMPOS, 32
VILA SÃO RAFAEL
35493-001 CARDOSO DA SERRA / AL",RIO GRANDE DO NORTE
EDUARDA DA COSTA,739.064.581-48,88,1935-07-10,"JARDIM DE LIMA, 1
DAS INDUSTRIAS I
92943262 DA CRUZ / MT",SERGIPE
ALANA FREITAS,427.865.193-73,50,1973-07-15,"AEROPORTO NOAH JESUS
DIAMANTE
89754-825 MARTINS / BA",MATO GROSSO DO SUL
MURILO RAMOS,374.259.681-00,97,1927-01-02,"FEIRA JESUS, 20
APARECIDA 7ª SEÇÃO
51628446 CAVALCANTI DA PRAIA / DF",PIAUÍ
CECÍLIA SOUZA,294.870.651-30,20,2003-04-15,"CAMPO EMANUELLY GONÇALVES, 51
NOVO GLÓRIA
59410-071 CARVALHO / BA",RONDÔNIA
RAUL MARTINS,187.365.402-26,96,1927-10-17,"ALAMEDA DE CARVALHO, 150
SAUDADE
84797278 VIEIRA / RR",PERNAMBUCO
RENAN CAVALCANTI,072.685.391-77,69,1954-05-29,"TREVO NINA PEREIRA, 99
ÁLVARO CAMARGOS
69871484 NOVAES / CE",AMAZONAS
SR. DIEGO PIRES,842.107.593-41,34,1989-10-25,"MORRO EDUARDA FARIAS, 92
AARÃO REIS
37463172 CASTRO / AC",SERGIPE
SOFIA DA ROCHA,719.034.862-03,57,1966-10-08,"VALE DAVI LUIZ DIAS, 709
VILA OESTE
89234785 SILVA DA SERRA / CE",SANTA CATARINA
LORENZO DIAS,271.346.098-04,98,1925-09-08,"FAVELA ELISA BARBOSA, 521
JARDIM VITORIA
00115723 CARDOSO / SC",PARANÁ
SR. VITOR SOUZA,426.583.097-83,73,1950-11-04,"AEROPORTO LAURA GONÇALVES, 7
VILA VISTA ALEGRE
73615-878 RAMOS DE GOIÁS / MG",ALAGOAS
VITOR GABRIEL CARDOSO,354.802.917-50,30,1993-10-14,"SETOR DE DA LUZ, 81
SÃO CRISTÓVÃO
41556-273 CALDEIRA ALEGRE / GO",TOCANTINS
PEDRO RODRIGUES,790.846.152-20,98,1925-07-17,"TREVO DE MOREIRA, 63
ARAGUAIA
62981-534 FERREIRA DE DIAS / PI",ACRE
EDUARDA TEIXEIRA,745.360.218-17,76,1947-07-26,"LADEIRA PEIXOTO, 85
SÃO MARCOS
20590392 DA MOTA / MA",TOCANTINS
DANIEL OLIVEIRA,753.108.264-08,34,1989-09-09,"COLÔNIA MAITÊ CARDOSO
COPACABANA
07346251 PEREIRA DE MINAS / DF",GOIÁS
ISADORA NOGUEIRA,129.350.847-05,29,1994-10-29,"PRAIA DE CAMPOS, 94
CANDELARIA
17994-979 FARIAS / PR",BAHIA
SR. FERNANDO MORAES,768.291.350-95,96,1927-08-06,"ÁREA MOREIRA, 8
GRAJAÚ
53772543 LIMA / PA",PIAUÍ
LUIZA ARAÚJO,246.095.783-10,70,1954-03-28,"JARDIM DE DIAS
MIRTES
61141993 LIMA DO GALHO / CE",PARAÍBA
MARIA LUIZA PIRES,620.159.487-67,46,1977-08-23,"VIELA DE GONÇALVES, 79
VILA HAVAÍ
33045503 PINTO GRANDE / SC",PARÁ
JOÃO LUCAS DAS NEVES,974.016.258-49,49,1975-03-17,"CAMPO DE NASCIMENTO, 5
SERRA DO CURRAL
96012712 REZENDE DA PRAIA / SP",PARANÁ
VITOR GABRIEL CARVALHO,387.652.940-92,86,1937-08-14,"VIADUTO FARIAS, 15
SAGRADA FAMÍLIA
80186-004 MOURA / PR",GOIÁS
HENRIQUE SALES,196.308.745-39,57,1966-05-21,"JARDIM CAVALCANTI, 94
PETROPOLIS
67401928 ARAGÃO ALEGRE / BA",RIO DE JANEIRO
HENRIQUE FERREIRA,360.921.457-07,29,1994-10-25,"LAGO DE LOPES, 6
FLORAMAR
54884-139 BARBOSA / GO",ACRE
DRA. RAQUEL DA MOTA,263.497.108-78,33,1991-01-02,"AEROPORTO DE FOGAÇA, 29
SANTA SOFIA
37979425 SANTOS / TO",DISTRITO FEDERAL
LEVI MELO,513.948.627-09,35,1988-05-03,"TRAVESSA DE DA LUZ, 42
VILA NOVA PARAÍSO
27079723 FARIAS / MS",Desconhecido
ANA LUIZA GOMES,287.963.510-12,32,1991-08-14,"ESTAÇÃO DE DA COSTA, 211
PILAR
07901-377 DA COSTA DA SERRA / PA",PARAÍBA
ISAAC FERNANDES,572.193.064-07,77,1946-04-26,"RECANTO RODRIGUES, 80
MINAS CAIXA
44325-470 RAMOS DE MINAS / PI",DISTRITO FEDERAL
LEANDRO FERNANDES,018.526.394-15,65,1958-10-19,"PRAIA DANIEL BARBOSA, 847
SILVEIRA
71207-030 BARBOSA / BA",ALAGOAS
DR. BRENO SALES,135.280.496-42,77,1946-05-08,"ESTAÇÃO MIGUEL RODRIGUES
CORAÇÃO DE JESUS
28628-790 MONTEIRO DO SUL / AL",ACRE
RAFAEL ARAÚJO,481.270.635-17,84,1939-09-25,"TREVO SOFIA MOREIRA, 67
ALTA TENSÃO 1ª SEÇÃO
71613-443 GONÇALVES DE MORAES / CE",ESPÍRITO SANTO
EDUARDO DA COSTA,043.291.768-31,73,1950-06-14,"QUADRA DE ALVES, 729
CAMPONESA 2ª SEÇÃO
59140-150 CASTRO / PA",MATO GROSSO DO SUL
DRA. LARISSA FERNANDES,562.739.148-00,97,1926-07-18,"AEROPORTO JESUS, 2
SÃO FRANCISCO
56777283 MENDES DO GALHO / ES",SERGIPE
MILENA DA ROCHA,864.129.570-49,80,1944-01-20,"ALAMEDA ARAÚJO, 53
PIRATININGA
43263289 FREITAS DA PRATA / MS",RIO GRANDE DO NORTE
EDUARDA ARAGÃO,362.578.140-90,76,1947-10-07,"VIELA DE SALES, 68
NOVA ESPERANÇA
18765-887 DA ROCHA PAULISTA / TO",MATO GROSSO DO SUL
SR. IAN BARBOSA,149.706.235-70,66,1957-10-27,"MORRO RYAN DA LUZ, 43
VILA NOVA GAMELEIRA 2ª SEÇÃO
51932151 SANTOS / PB",CEARÁ
IAN CARDOSO,731.240.968-78,83,1940-04-23,"ÁREA FERREIRA
JARDIM MONTANHÊS
48456-726 RODRIGUES / AP",RIO GRANDE DO SUL
VITOR GABRIEL FERREIRA,916.428.705-01,53,1970-10-29,"CONJUNTO FARIAS, 36
SILVEIRA
70212-072 FREITAS / SE",PIAUÍ
RODRIGO MELO,982.136.054-89,43,1980-07-04,"PRAIA MARINA DA ROSA
SÃO JORGE 3ª SEÇÃO
85701195 AZEVEDO / AC",CEARÁ
ANTHONY REZENDE,831.756.409-66,93,1930-07-16,"VIA DE VIANA, 68
BEIJA FLOR
12487-147 BARROS / SC",SÃO PAULO
SRA. BIANCA FARIAS,783.506.142-26,32,1991-10-30,"VIELA CAMPOS, 2
ANCHIETA
65687060 GONÇALVES / MG",ACRE
JOÃO CARVALHO,298.370.514-50,91,1932-10-22,"VEREDA DE ARAGÃO, 15
HORTO
91408-129 NOVAES / RR",RIO GRANDE DO NORTE
